id,name,type,bitwidth,num_elements,regularBins,bypassBins,totalBins,ops_total,mem,branches,loops,bins_per_weight,ops_per_bin,branches_per_bin,mem_per_bin,ops_per_weight
52,transformer.h.4.attn.c_proj.weight,Weight,8,589824,3011281,1228512,4239793,48019564,6443125,14155220,1928060,7.188234117296007,11.325921807975059,3.3386582788357826,1.5196791447129612,81.41337754991319
53,transformer.h.4.attn.c_proj.bias,Bias,16,768,0,12289,12289,93825,1536,19754,13056,16.001302083333332,7.634876719017007,1.607453820489869,0.12498982830173326,122.16796875
54,transformer.h.4.ln_1.weight,Weight,16,768,0,12289,12289,92697,1536,19378,13056,16.001302083333332,7.543087313857922,1.5768573521035072,0.12498982830173326,120.69921875
55,transformer.h.4.ln_1.bias,Bias,16,768,0,12289,12289,98292,1536,21243,13056,16.001302083333332,7.998372528277321,1.728619090243307,0.12498982830173326,127.984375
56,transformer.h.4.mlp.c_fc.weight,Weight,8,2359296,12034329,7970079,20004408,206741141,25979693,58804061,9062513,8.478973388671875,10.334779264650072,2.9395551720400825,1.2986984168689222,87.62831836276584
57,transformer.h.4.mlp.c_fc.bias,Bias,16,3072,0,49154,49154,386883,6144,82879,52224,16.000651041666668,7.870834520079749,1.6861089636652153,0.12499491394393132,125.9384765625
58,transformer.h.4.mlp.c_proj.weight,Weight,8,2359296,11989525,7222780,19212305,201635764,25828114,57780904,8582113,8.143236372205946,10.495136528386364,3.00749462388818,1.3443526947963818,85.46437750922308
59,transformer.h.4.mlp.c_proj.bias,Bias,16,768,0,12289,12289,94325,1537,19921,13056,16.001302083333332,7.675563512083977,1.621043209374237,0.1250712018878672,122.81901041666667
60,transformer.h.4.ln_2.weight,Weight,16,768,0,12289,12289,93105,1536,19514,13056,16.001302083333332,7.57628773700057,1.5879241598177232,0.12498982830173326,121.23046875
61,transformer.h.4.ln_2.bias,Bias,16,768,0,12289,12289,97944,1536,21127,13056,16.001302083333332,7.9700545203027096,1.71917975425177,0.12498982830173326,127.53125
